item_id,comet_score,status
pt::B000MCGF1O,0.8366,PASS
pt::B000OFC1YY,0.7956,PASS
pt::B000TFIWQK,0.7216,PASS
pt::B000V6R2OU,0.8238,PASS
pt::B0014SCLCM,0.8154,PASS
pt::B001E0XDWM,0.7076,PASS
pt::B001GDLYAU,0.8028,PASS
pt::B001TIG36C,0.7928,PASS
pt::B00281AFAO,0.5219,RETRY
pt::B002DW92IE,0.7955,PASS
pt::B002SE37QK,0.8202,PASS
pt::B002WN1GOW,0.6941,RETRY
pt::B003GSLEJY,0.8242,PASS
pt::B003QABV4K,0.2790,RETRY
pt::B003UT6C9G,0.8863,PASS
pt::B004CLY5DG,0.8535,PASS
pt::B004CLYJ0K,0.8690,PASS
pt::B004HE65OA,0.8604,PASS
pt::B004SKBILS,0.8748,PASS
pt::B004UAKCS6,0.8420,PASS
pt::B004UHD9JI,0.8138,PASS
pt::B005D5M136,0.7994,PASS
pt::B005FVU82O,0.8619,PASS
pt::B005H3I38Q,0.8233,PASS
pt::B005HEUWFW,0.3896,RETRY
pt::B005HY4UIW,0.8591,PASS
pt::B005SNPTRS,0.8839,PASS
pt::B005XP020K,0.8424,PASS
pt::B006GQHRU8,0.8746,PASS
pt::B006ZOI9OY,0.8117,PASS
pt::B007VD320Y,0.8341,PASS
pt::B008OEHV6U,0.8622,PASS
pt::B008YDTS1C,0.8604,PASS
pt::B009CNHZKO,0.7929,PASS
pt::B00000J1TX,0.8167,PASS
pt::B000068O4W,0.5887,RETRY
pt::B00006B9ES,0.8623,PASS
pt::B00006HMR3,0.8283,PASS
pt::B00006JP23,0.8583,PASS
pt::B000086TLD,0.7071,PASS
pt::B0001FV3C8,0.8613,PASS
pt::B000E1S3OA,0.8090,PASS
pt::B000E1WDS2,0.7263,PASS
pt::B000I23TTE,0.7255,PASS
pt::B000V1K7FG,0.5877,RETRY
pt::B000WJB1AW,0.7323,PASS
pt::B000YMSYDY,0.8497,PASS
pt::B001PNIGZW,0.8340,PASS
pt::B002UL5W4G,0.7828,PASS
pt::B00305K3E0,0.8095,PASS
pt::B003BQ91Y6,0.7221,PASS
pt::B003PJ6NPO,0.8347,PASS
pt::B003R74POA,0.7393,PASS
pt::B003TECP7U,0.8524,PASS
pt::B003VGRDUK,0.8377,PASS
pt::B003XKWLSS,0.8394,PASS
pt::B0047T79VS,0.8824,PASS
pt::B007O0ZJKA,0.7271,PASS
pt::B008GVETNE,0.8582,PASS
pt::B008O58I2A,0.6653,RETRY
pt::B008P35EIW,0.8454,PASS
pt::B009ISLOQE,0.8555,PASS
pt::B0000775AA,0.6368,RETRY
pt::B00011KHTM,0.8487,PASS
pt::B0001ZA4PA,0.8657,PASS
pt::B0002ILKWM,0.8529,PASS
pt::B00030097G,0.7378,PASS
pt::B0003009AI,0.8690,PASS
pt::B000A6NV0U,0.8736,PASS
pt::B000B6D39I,0.8106,PASS
pt::B000CS7U1C,0.8640,PASS
pt::B000N204EW,0.8558,PASS
pt::B000OZ6X1Q,0.8403,PASS
pt::B000T0C46Y,0.7884,PASS
pt::B000U0HRKG,0.8377,PASS
pt::B000UB66KC,0.8677,PASS
pt::B000UHVSKY,0.7740,PASS
pt::B000VM60I8,0.8684,PASS
pt::B001413DF8,0.8497,PASS
pt::B0018TIUCW,0.8634,PASS
pt::B0019VSU88,0.7925,PASS
pt::B001CZ5BOW,0.8721,PASS
pt::B001HPDGFI,0.7504,PASS
pt::B001U3Z4AM,0.8359,PASS
pt::B0027JRXYI,0.7696,PASS
pt::B002HWRJXU,0.8634,PASS
pt::B002MCZJ3C,0.8790,PASS
pt::B002Q4U9PY,0.8599,PASS
pt::B002TLSOGA,0.4505,RETRY
pt::B002YK1FFI,0.8585,PASS
pt::B003N3BLAO,0.8225,PASS
pt::B003ZHV978,0.8651,PASS
pt::B004BDOGL6,0.7223,PASS
pt::B004GGWOSK,0.8584,PASS
pt::B004I2KA4M,0.8543,PASS
pt::B004IA2KBK,0.8793,PASS
pt::B004TPZU2K,0.8332,PASS
pt::B005BGO1EO,0.8582,PASS
pt::B005HY4UOG,0.8774,PASS
pt::B005N0K4WQ,0.8584,PASS
pt::B006K556FI,0.7340,PASS
pt::B0077KMY4G,0.8502,PASS
pt::B0085RZPPA,0.8735,PASS
pt::B0093E70IE,0.8244,PASS
pt::8862936826,0.8744,PASS
pt::B00006B81E,0.8159,PASS
pt::B000B7C37K,0.8461,PASS
pt::B000UVM0ES,0.8511,PASS
pt::B001212ELY,0.8595,PASS
pt::B001B7H39W,0.8450,PASS
pt::B001EKABK4,0.8567,PASS
pt::B001FA1NCS,0.8788,PASS
pt::B001PBYQHG,0.8540,PASS
pt::B0028ACYEK,0.8306,PASS
pt::B0030CHH2O,0.7762,PASS
pt::B0036OR910,0.8702,PASS
pt::B003C12Z98,0.8554,PASS
pt::B003C1CCJG,0.8583,PASS
pt::B003CJTR82,0.8581,PASS
pt::B003ES4NIA,0.8776,PASS
pt::B003LNZ1L6,0.8505,PASS
pt::B003LVZO92,0.8627,PASS
pt::B003MQO96U,0.6097,RETRY
pt::B003YTROIU,0.8324,PASS
pt::B003ZTKFEE,0.8351,PASS
pt::B004BDORE2,0.8670,PASS
pt::B004BDOREC,0.8585,PASS
pt::B004D2AZ06,0.8223,PASS
pt::B004FEEZMQ,0.8459,PASS
pt::B004GJ0BZA,0.8649,PASS
pt::B004SKBJ5S,0.7549,PASS
pt::B004VM0SE6,0.8372,PASS
pt::B0054JE706,0.8684,PASS
pt::B006K55662,0.6806,RETRY
pt::B006QOJ3YI,0.8430,PASS
pt::B006WHPQCC,0.8653,PASS
pt::B007B5QQ96,0.8251,PASS
pt::B007RORKU0,0.8612,PASS
pt::B009AR2MQO,0.8784,PASS
pt::B009H8JOZS,0.8375,PASS
pt::B00006B70R,0.8820,PASS
pt::B00006HYJ5,0.8705,PASS
pt::B0000AZW8X,0.8668,PASS
pt::B0006PK94Q,0.8601,PASS
pt::B00086HTMI,0.8767,PASS
pt::B0009WKBGC,0.8762,PASS
pt::B000BP8AY2,0.8854,PASS
pt::B000DZDPJA,0.8805,PASS
pt::B000EPHP4U,0.8782,PASS
pt::B000FDOWQK,0.8444,PASS
pt::B000FQ76IS,0.8838,PASS
pt::B000HZ48OM,0.8476,PASS
pt::B000HZ9CCA,0.8861,PASS
pt::B000IBNXX2,0.8848,PASS
pt::B000J43HJ8,0.8806,PASS
pt::B000J47W12,0.8689,PASS
pt::B000JLKIHA,0.8846,PASS
pt::B000K1KTNW,0.8423,PASS
pt::B000M8OX6W,0.8657,PASS
pt::B000MF4N42,0.8796,PASS
pt::B000ND75CU,0.8409,PASS
pt::B000O656FE,0.8692,PASS
pt::B000UU7ZPS,0.8775,PASS
pt::B000UV4EUG,0.8841,PASS
pt::B000VA3TRA,0.8567,PASS
pt::B000VJWJW2,0.8733,PASS
pt::B000VXVI3O,0.8712,PASS
pt::B000VZCEU8,0.8543,PASS
pt::B000WFZRZG,0.8843,PASS
pt::B000WX63C4,0.6948,RETRY
pt::B000YEMKGY,0.8770,PASS
pt::B000Z3XXR4,0.8553,PASS
pt::B0010S07MC,0.8732,PASS
pt::B0011FCV8W,0.8791,PASS
pt::B0012OKAP8,0.8759,PASS
pt::B00132MMVE,0.8718,PASS
pt::B001346ZDI,0.8693,PASS
pt::B0013FLTNS,0.8330,PASS
pt::B0015RDLMG,0.8772,PASS
pt::B0016OJXGQ,0.7673,PASS
pt::B00170F3SQ,0.8284,PASS
pt::B001A1O9FK,0.8845,PASS
pt::B001B8EUEW,0.8865,PASS
pt::B001BYB61G,0.8329,PASS
pt::B001BYB620,0.8616,PASS
pt::B001EQ0HAW,0.8894,PASS
pt::B001FA1NRI,0.8721,PASS
pt::B001FA1NZ0,0.8811,PASS
pt::B001N2MZZW,0.8837,PASS
pt::B001NPCTBE,0.8643,PASS
pt::B001NPDKW6,0.8693,PASS
pt::B001NT9UIA,0.8757,PASS
pt::B001P05NKG,0.7817,PASS
pt::B001P9CZ9O,0.8908,PASS
pt::B001QFZFS0,0.8849,PASS
pt::B001QVDPN6,0.8257,PASS
pt::B001R95IDM,0.8684,PASS
pt::B001TH7F7O,0.8609,PASS
pt::B001U0OGQS,0.8541,PASS
pt::B001U5617K,0.8851,PASS
pt::B001UHOX1Y,0.8705,PASS
pt::B002AULXHW,0.8811,PASS
pt::B002EEAGH2,0.8862,PASS
pt::B002H9RL5O,0.7976,PASS
pt::B002M3SOCE,0.8808,PASS
pt::B002M3SOM4,0.8792,PASS
pt::B002VR6A9K,0.8869,PASS
pt::B002VUCCVW,0.8331,PASS
pt::B0041G62VU,0.8847,PASS
pt::B004HO58JI,0.8764,PASS
pt::B004YLCH0C,0.8671,PASS
pt::B00747XA9A,0.8629,PASS
pt::B00747Y9C2,0.8454,PASS
pt::B00747YRWO,0.8409,PASS
pt::B0075327TM,0.8573,PASS
pt::B000ZH98LU,0.8845,PASS
pt::B001E3XLNU,0.6230,RETRY
pt::B001GS8FZM,0.8169,PASS
pt::B0028QDO0M,0.8468,PASS
pt::B002BNMPCU,0.8500,PASS
pt::B002C8A79W,0.8355,PASS
pt::B002S53LJ2,0.8738,PASS
pt::B0039RNGNY,0.8675,PASS
pt::B003FWEQDM,0.8563,PASS
pt::B003GIJTR8,0.8639,PASS
pt::B003LY7UJ6,0.7964,PASS
pt::B0042X93B8,0.8567,PASS
pt::B004BRMV6O,0.8122,PASS
pt::B004M8SBC0,0.8881,PASS
pt::B004UR72IM,0.8288,PASS
pt::B004YAVDTE,0.8551,PASS
pt::B00539I57S,0.8660,PASS
pt::B005972X3Q,0.7691,PASS
pt::B005TDWSF8,0.8436,PASS
pt::B0064R9H2A,0.8627,PASS
pt::B0074FGNDC,0.8613,PASS
pt::B0079TOG4Q,0.8622,PASS
pt::B007FL7GGS,0.5898,RETRY
pt::B007PZYAJ0,0.8513,PASS
pt::B007RKQCO4,0.8719,PASS
pt::B0081OY95E,0.8613,PASS
pt::B008GVL9YQ,0.5576,RETRY
pt::B00000J1V5,0.8099,PASS
pt::B000067RC4,0.8271,PASS
pt::B00006BBAU,0.8469,PASS
pt::B0001XGR1C,0.7747,PASS
pt::B00023433U,0.8464,PASS
pt::B0002KR13M,0.6875,RETRY
pt::B0002MQGOA,0.6298,RETRY
pt::B000A1IUGA,0.8296,PASS
pt::B000FZZ8CA,0.5926,RETRY
pt::B000HDJY7K,0.5530,RETRY
pt::B000J1BRY8,0.5800,RETRY
pt::B000JFJZGG,0.8554,PASS
pt::B000K11OKE,0.8509,PASS
pt::B000KW5OFY,0.8411,PASS
pt::B000LUE73U,0.8550,PASS
pt::B000TQ4D8K,0.8170,PASS
pt::B000UZC35K,0.5890,RETRY
pt::B000V0DY70,0.7963,PASS
pt::B000V1O1J4,0.7277,PASS
pt::B000V6WD8A,0.7690,PASS
pt::B000VAIMF4,0.8797,PASS
pt::B000W4B1ZC,0.8096,PASS
pt::B0015V1H28,0.6678,RETRY
pt::B0016BENZ0,0.8214,PASS
pt::B0017RLFM2,0.8595,PASS
pt::B0019447JQ,0.8259,PASS
pt::B001BO7R00,0.8782,PASS
pt::B001EBE1LI,0.7678,PASS
pt::B001EUPNES,0.8158,PASS
pt::B001GTTEBK,0.8451,PASS
pt::B001KC08A4,0.8457,PASS
pt::B001O3OSIM,0.7945,PASS
pt::B001OC3YB0,0.8678,PASS
pt::B001S2RDGS,0.6846,RETRY
pt::B001T9EYGC,0.8233,PASS
pt::B001U02JZ8,0.8565,PASS
pt::B001V399GG,0.8852,PASS
pt::B001VMAYAM,0.8320,PASS
pt::B001XURP9K,0.8547,PASS
pt::B0021KXS6K,0.8027,PASS
pt::B0023RRNJY,0.8742,PASS
pt::B0028N6VN2,0.8592,PASS
pt::B002G1YNQS,0.7255,PASS
pt::B002IPHA3A,0.8769,PASS
pt::B002M78J9S,0.8188,PASS
pt::B002NU5SRA,0.7131,PASS
pt::B002TWEKD0,0.7626,PASS
pt::B002WI8GG8,0.8342,PASS
pt::B0034XDT0S,0.8529,PASS
pt::B0035B4LJM,0.6534,RETRY
pt::B0037G2BMY,0.8587,PASS
pt::B003AVN6DY,0.6510,RETRY
pt::B003CKC8W8,0.8600,PASS
pt::B003LZ6F8M,0.8519,PASS
pt::B003VNKKUS,0.8681,PASS
pt::B003VY4M42,0.8288,PASS
pt::B003VYH1UE,0.8635,PASS
pt::B003Z2NIH2,0.8486,PASS
pt::B0045JCL22,0.8224,PASS
pt::B00479SVBU,0.3405,RETRY
pt::B004CQGAYS,0.7843,PASS
pt::B004LAEKBU,0.8214,PASS
pt::B004MME6RU,0.8447,PASS
pt::B004MODQOC,0.8252,PASS
pt::B004OBAJCA,0.8664,PASS
pt::B004P52OAK,0.8375,PASS
pt::B004TA0AUW,0.8469,PASS
pt::B004XJI5L0,0.7525,PASS
pt::B0051G5SBY,0.8026,PASS
pt::B0058SYDTI,0.8440,PASS
pt::B005HKIDF2,0.8528,PASS
pt::B005S0BYQ6,0.7489,PASS
pt::B005ZPEQRS,0.8492,PASS
pt::B006U1YVZ8,0.8835,PASS
pt::B00752R9SM,0.8473,PASS
pt::B008U23F3E,0.7780,PASS
pt::B00008ZOYE,0.8099,PASS
pt::B0002BRMNA,0.8665,PASS
pt::B00061IYFQ,0.8736,PASS
pt::B0008EWSCQ,0.8665,PASS
pt::B000BKV26A,0.8372,PASS
pt::B000E95T58,0.8472,PASS
pt::B000SXWGA6,0.8279,PASS
pt::B0016O8HP4,0.8789,PASS
pt::B001NTDGQC,0.8772,PASS
pt::B001OOZU8I,0.7561,PASS
pt::B001R23JMQ,0.8267,PASS
pt::B001TA6CAM,0.8223,PASS
pt::B002TLTE6O,0.8463,PASS
pt::B0034G4YQS,0.8632,PASS
pt::B0035P4BXO,0.8772,PASS
pt::B003FMUP3M,0.8698,PASS
pt::B003JO555Y,0.7554,PASS
pt::B003Q0BPC8,0.8494,PASS
pt::B003WKOENO,0.8527,PASS
pt::B003WM2N94,0.8602,PASS
pt::B003ZSHKJ8,0.8693,PASS
pt::B0040Q4TLQ,0.8774,PASS
pt::B00452V1TS,0.8654,PASS
pt::B004FPIO18,0.8663,PASS
pt::B004KSQANO,0.8528,PASS
pt::B004N625BE,0.8847,PASS
pt::B005A0B3MO,0.8579,PASS
pt::B005IHAIHA,0.8392,PASS
pt::B005SN3I4O,0.8345,PASS
pt::B005Z2AEMM,0.8719,PASS
pt::B006C4R5GU,0.8340,PASS
pt::B006K556TY,0.5664,RETRY
pt::B006MO0J6I,0.7553,PASS
pt::B0079003UQ,0.8843,PASS
pt::B007RB164E,0.8673,PASS
pt::B007W3REUW,0.8470,PASS
pt::B00006HOLO,0.8647,PASS
pt::B00006HSHI,0.8557,PASS
pt::B00009WO51,0.7806,PASS
pt::B0009VE21I,0.8181,PASS
pt::B000A6QVE8,0.8554,PASS
pt::B000EIXX4S,0.7589,PASS
pt::B000JJSQ1M,0.5381,RETRY
pt::B000JUZE1Q,0.8797,PASS
pt::B000O7OO24,0.8698,PASS
pt::B001CBFTFM,0.8726,PASS
pt::B001OBXVXM,0.8626,PASS
pt::B001RQ2HWK,0.8647,PASS
pt::B001TE7QWQ,0.6121,RETRY
pt::B00352KD0M,0.8794,PASS
pt::B0035ERKY2,0.8740,PASS
pt::B003L0OUIE,0.8760,PASS
pt::B003NSBLOK,0.8804,PASS
pt::B004A8MA4W,0.8719,PASS
pt::B004ALMF6C,0.8308,PASS
pt::B004AM610M,0.8426,PASS
pt::B004DBIKOK,0.8369,PASS
pt::B004G7D0EG,0.8456,PASS
pt::B004HYGEOQ,0.7275,PASS
pt::B004RKQM8I,0.8767,PASS
pt::B004VGBDYG,0.8677,PASS
pt::B004WMGT1G,0.8146,PASS
pt::B005NGA1G4,0.8057,PASS
pt::B006JO1YVU,0.8781,PASS
pt::B006T9ZKAQ,0.8809,PASS
pt::B0072B9XPI,0.8074,PASS
pt::B0073HSK0K,0.8773,PASS
pt::B007R9CTE2,0.8494,PASS
pt::B007XJUEXY,0.8004,PASS
pt::B007YUISN0,0.8696,PASS
pt::B008H50IUM,0.7740,PASS
pt::B008HTCF9U,0.8378,PASS
pt::B008K367M4,0.8598,PASS
pt::B008KE5EOA,0.7819,PASS
pt::B008KWRTH2,0.8660,PASS
pt::B008MI79HO,0.8786,PASS
pt::B008OEHQVA,0.8781,PASS
pt::B008QUG97E,0.8270,PASS
pt::B008QUGBD6,0.7868,PASS
pt::B00004WCID,0.8579,PASS
pt::B00005ICE3,0.8191,PASS
pt::B00007GQLS,0.8496,PASS
pt::B0000TO0BQ,0.8162,PASS
pt::B0000YD2JC,0.8287,PASS
pt::B00021OCRE,0.7539,PASS
pt::B000FABL7Q,0.6949,RETRY
pt::B000OEP3F4,0.5605,RETRY
pt::B000WOK2ZM,0.7779,PASS
pt::B000YHGAMG,0.8560,PASS
pt::B00103BRMQ,0.8471,PASS
pt::B0011DIMYQ,0.7519,PASS
pt::B0011UK35K,0.6911,RETRY
pt::B0013YXE64,0.8783,PASS
pt::B001D1O3T4,0.7786,PASS
pt::B001FVMQEQ,0.8363,PASS
pt::B001NXDB3G,0.8768,PASS
pt::B001S0RUFY,0.8652,PASS
pt::B001TEFZLU,0.8495,PASS
pt::B001V9LQAW,0.8160,PASS
pt::B001VZ1VI8,0.8457,PASS
pt::B00284AOLQ,0.8495,PASS
pt::B003554BP2,0.8455,PASS
pt::B003809LBS,0.8300,PASS
pt::B003MB3A92,0.7861,PASS
pt::B003U8HYVC,0.8282,PASS
pt::B004LWN3R0,0.7644,PASS
pt::B005CWJB5G,0.8163,PASS
pt::B005LS2FS6,0.8433,PASS
pt::B006A93M7I,0.8551,PASS
pt::B007JCNOHI,0.8369,PASS
pt::B007Z419BI,0.8599,PASS
pt::B0084JFM2U,0.8098,PASS
pt::B00932N46S,0.6194,RETRY
pt::B0097CD8II,0.7704,PASS
pt::B00000J08Q,0.8625,PASS
pt::B0000668YX,0.8022,PASS
pt::B000095S9G,0.8619,PASS
pt::B0000AE67N,0.7877,PASS
pt::B0002ER5B6,0.8670,PASS
pt::B0002GMDQG,0.8579,PASS
pt::B0009IIE4W,0.7874,PASS
pt::B0009UFJAM,0.4950,RETRY
pt::B000EVS4YE,0.8685,PASS
pt::B000FJD5IA,0.8467,PASS
pt::B000G7WZMI,0.3592,RETRY
pt::B000HZDNZ2,0.7109,PASS
pt::B000M57D94,0.7837,PASS
pt::B000NBBWNU,0.8615,PASS
pt::B000NHZSHK,0.8213,PASS
pt::B000RF4PNG,0.7736,PASS
pt::B000UO61HC,0.8497,PASS
pt::B000UVZ5TA,0.8471,PASS
pt::B000UWYKOK,0.8775,PASS
pt::B000YM06FI,0.5246,RETRY
pt::B0011UNTYC,0.8441,PASS
pt::B001415FIG,0.7402,PASS
pt::B0014XKQY2,0.8850,PASS
pt::B0015A6Y2C,0.8092,PASS
pt::B001JK6MPW,0.8564,PASS
pt::B001O83X5Q,0.8141,PASS
pt::B0025UEQQW,0.8378,PASS
pt::B0025UHKNS,0.8869,PASS
pt::B002HHM976,0.8125,PASS
pt::B002JKEM58,0.8638,PASS
pt::B0035FJVHA,0.8056,PASS
pt::B003NVLWN2,0.8059,PASS
pt::B003TQN2VG,0.8748,PASS
pt::B003XESDFO,0.8519,PASS
pt::B004S60G0Q,0.8432,PASS
pt::B004ZKH1NA,0.8676,PASS
pt::B00547IVXM,0.8379,PASS
pt::B00658NXFA,0.8045,PASS
pt::B00727FE5U,0.8453,PASS
pt::B0073Z49AM,0.8514,PASS
pt::B0080YBH8M,0.8212,PASS
pt::B008V9RW58,0.8867,PASS
pt::B009IKCE5C,0.7928,PASS
pt::B00007GWC6,0.8688,PASS
pt::B0000C8VF9,0.8865,PASS
pt::B00065L5TY,0.8879,PASS
pt::B0006B486K,0.8736,PASS
pt::B0009EL76I,0.8287,PASS
pt::B0009GZSSO,0.8702,PASS
pt::B000AL72Q4,0.7577,PASS
pt::B000AYGDIO,0.8403,PASS
pt::B000G18DR0,0.8102,PASS
pt::B000HDQ2G6,0.8712,PASS
pt::B000JQLPZE,0.8309,PASS
pt::B000MFA1NE,0.8815,PASS
pt::B000RZNI4S,0.8611,PASS
pt::B000VWN1LM,0.8476,PASS
pt::B0015DNIKU,0.8817,PASS
pt::B0017TFVUW,0.8501,PASS
pt::B001EQ4C8U,0.8798,PASS
pt::B001F7HLRC,0.8638,PASS
pt::B001SER460,0.8774,PASS
pt::B003FW0LR2,0.8635,PASS
pt::B003HFPJOM,0.8143,PASS
pt::B003YKG2XM,0.8821,PASS
pt::B003YKG2YQ,0.8827,PASS
pt::B0046TAIUI,0.8835,PASS
pt::B004WQVTLC,0.5145,RETRY
pt::B005LIDMYM,0.8735,PASS
pt::B005TDWY52,0.8748,PASS
pt::B008HO9DK4,0.8639,PASS
pt::B008MJ0524,0.8606,PASS
pt::B008OPTQ76,0.8556,PASS
pt::B000BP8XTO,0.8556,PASS
pt::B000I06JLQ,0.7833,PASS
pt::B000JVBU9K,0.8565,PASS
pt::B000PMGZDO,0.8337,PASS
pt::B001AW8W7A,0.8552,PASS
pt::B001DKBNMA,0.8806,PASS
pt::B001FA0BL2,0.8398,PASS
pt::B001P99T70,0.7566,PASS
pt::B001S0I1QG,0.8449,PASS
pt::B002IKKFHS,0.8472,PASS
pt::B002MU1ZRS,0.8444,PASS
pt::B002TOJXOY,0.6482,RETRY
pt::B00336EHBQ,0.7477,PASS
pt::B0036A4Y9O,0.6402,RETRY
pt::B003FVAQM8,0.8595,PASS
pt::B003N9PJDI,0.8626,PASS
pt::B003QFXP3U,0.8627,PASS
pt::B003VAK16O,0.8841,PASS
pt::B003WOWB5S,0.8440,PASS
pt::B0044UHM6W,0.8821,PASS
pt::B0044YPN0A,0.7012,PASS
pt::B004FLL5AE,0.8483,PASS
pt::B004GWQBWY,0.8498,PASS
pt::B004KWF4T6,0.7748,PASS
pt::B004VVLZN0,0.8800,PASS
pt::B005EPZOKW,0.8594,PASS
pt::B005FWWUNS,0.8502,PASS
pt::B0061ZFWDS,0.8164,PASS
pt::B006WYVHHS,0.8493,PASS
pt::B006ZGB58Y,0.8582,PASS
pt::B0072B90R4,0.8691,PASS
pt::B0072ZQGIG,0.7963,PASS
pt::B007AMSSXM,0.8717,PASS
pt::B007ULT41S,0.8607,PASS
pt::B008E18PDG,0.5825,RETRY
pt::B00003CWFA,0.7518,PASS
pt::B00004WCFY,0.8023,PASS
pt::B00004WCIA,0.7163,PASS
pt::B000053HBB,0.8434,PASS
pt::B000053HHD,0.8383,PASS
pt::B00006I53V,0.8663,PASS
pt::B00009329J,0.7160,PASS
pt::B00009R6FV,0.6363,RETRY
pt::B00009R6WK,0.8426,PASS
pt::B00009UU2F,0.8339,PASS
pt::B00009UU2J,0.8498,PASS
pt::B00009XVCU,0.8341,PASS
pt::B00022KJ84,0.5563,RETRY
pt::B00028SPN4,0.8645,PASS
pt::B0002CZRUO,0.8586,PASS
pt::B0002WKD80,0.8511,PASS
pt::B0002Y5WXE,0.8329,PASS
pt::B0006BHCEK,0.8492,PASS
pt::B000B6A4S6,0.8258,PASS
pt::B000BSLS0W,0.8113,PASS
pt::B000EY1LCI,0.6843,RETRY
pt::B000JLK5NW,0.7110,PASS
pt::B000JLO6RS,0.5958,RETRY
pt::B000L8CNAG,0.8160,PASS
pt::B000PHQCB4,0.8014,PASS
pt::B000UF24OK,0.8524,PASS
pt::B000W3QLLW,0.7303,PASS
pt::B000WAHFBK,0.8781,PASS
pt::B0013FCBBC,0.8544,PASS
pt::B0014E9A2K,0.8058,PASS
pt::B0015MHY6K,0.8101,PASS
pt::B001A1Q0A2,0.8575,PASS
pt::B001CCAISE,0.8600,PASS
pt::B001HBIZ6C,0.7981,PASS
pt::B001M0O08K,0.4342,RETRY
pt::B001P5C9S0,0.6959,RETRY
pt::B001RIMZUW,0.6120,RETRY
pt::B001TIHVHC,0.7299,PASS
pt::B001TIJZQC,0.7362,PASS
pt::B00264GYMG,0.8210,PASS
pt::B002CGSYM6,0.8656,PASS
pt::B002CGSYNA,0.8687,PASS
pt::B002DRZHTC,0.4787,RETRY
pt::B002E1ALYS,0.8545,PASS
pt::B002N5CV8Y,0.7768,PASS
pt::B002NEGTTM,0.8382,PASS
pt::B002P5KOXG,0.8805,PASS
pt::B002WN211O,0.8430,PASS
pt::B003A4GZUC,0.8787,PASS
pt::B0043VE29C,0.8564,PASS
pt::B00479TG3C,0.8284,PASS
pt::B004BBJ6JK,0.8412,PASS
pt::B004EC1YY6,0.8243,PASS
pt::B004L11R4C,0.7873,PASS
pt::B004MKNJ6G,0.7454,PASS
pt::B004OI0NGK,0.8795,PASS
pt::B004QC3COO,0.8122,PASS
pt::B004QC6VAG,0.8434,PASS
pt::B004QTKDOY,0.8078,PASS
pt::B004TTSON8,0.8347,PASS
pt::B0050L5VO4,0.8623,PASS
pt::B00531KWL8,0.7492,PASS
pt::B0057LX9H8,0.8460,PASS
pt::B0058G40O8,0.8736,PASS
pt::B0058PL9RK,0.8637,PASS
pt::B005FQSXFI,0.8799,PASS
pt::B005GAB7J2,0.8153,PASS
pt::B005GABE7W,0.8145,PASS
pt::B005LT1XP6,0.8800,PASS
pt::B005OMONXY,0.8602,PASS
pt::B005YXXS0M,0.8542,PASS
pt::B00604YSNK,0.8680,PASS
pt::B006FKR1PG,0.8518,PASS
pt::B006P2594Y,0.8385,PASS
pt::B006U43AMA,0.8240,PASS
pt::B007HSKOQS,0.8693,PASS
pt::B007P8CWGU,0.7869,PASS
pt::B007Q5GUZQ,0.8217,PASS
pt::B0080F66YQ,0.8360,PASS
pt::B00829USMQ,0.8260,PASS
pt::B00862522A,0.7420,PASS
pt::B0089EEVAE,0.7981,PASS
pt::B008G394U0,0.7925,PASS
pt::B008I2175E,0.7633,PASS
pt::B008NF8998,0.7160,PASS
pt::B008O2JUV6,0.7442,PASS
pt::B009B0MZ8U,0.8519,PASS
pt::B009I32Y6S,0.8683,PASS
pt::B00009UTL1,0.6853,RETRY
pt::B00009UTZA,0.6982,RETRY
pt::B000C42MLE,0.8288,PASS
pt::B000GEAD8O,0.8543,PASS
pt::B000O8SKZA,0.8204,PASS
pt::B000TXNS6G,0.8578,PASS
pt::B0013GWBIE,0.8432,PASS
pt::B0015DNIOG,0.7898,PASS
pt::B001ENW61I,0.8353,PASS
pt::B001H2VBD0,0.8685,PASS
pt::B001QATRCA,0.8805,PASS
pt::B001TH7T2U,0.8214,PASS
pt::B001TZUS98,0.8541,PASS
pt::B001VEJEG0,0.8795,PASS
pt::B002DS4HTM,0.8625,PASS
pt::B002J9HCV0,0.8457,PASS
pt::B002M78E9I,0.8734,PASS
pt::B002NU5RM6,0.7841,PASS
pt::B00395ZQMK,0.8623,PASS
pt::B003BYRO1K,0.7589,PASS
pt::B003IT70B2,0.8180,PASS
pt::B003N7NMO8,0.8630,PASS
pt::B003UATR3I,0.8657,PASS
pt::B004SBCFLE,0.8610,PASS
pt::B004TT01JS,0.7824,PASS
pt::B004YIFP9K,0.8339,PASS
pt::B0058NN6CS,0.8545,PASS
pt::B005HO1UHQ,0.8674,PASS
pt::B0085RV05O,0.8781,PASS
pt::B0085YTCYS,0.8019,PASS
pt::B008J127IA,0.8513,PASS
pt::B008TO3X4Y,0.8493,PASS
pt::B0096W1OCG,0.8553,PASS
pt::B0096W1P6G,0.8409,PASS
pt::B009CQNPYQ,0.8748,PASS
pt::B00006B9HP,0.7207,PASS
pt::B0007M6104,0.8845,PASS
pt::B000AQF4JG,0.6123,RETRY
pt::B000EMCZ52,0.7982,PASS
pt::B000JO3Y1O,0.8713,PASS
pt::B000WOIFGU,0.8575,PASS
pt::B00114PN1U,0.8650,PASS
pt::B001342KM8,0.8245,PASS
pt::B00272MT3U,0.7639,PASS
pt::B002CZQ6WW,0.8710,PASS
